2.266136929392814636e-02,1.780296675860881805e-02,4.638733807951211929e-03,5.193129181861877441e-03,9.467978775501251221e-02,7.748934905976057053e-03,3.157325088977813721e-02,1.168875955045223236e-02,1.576055586338043213e-02,2.294350564479827881e-01,2.476028352975845337e-01,6.313069164752960205e-02,2.871616976335644722e-03,3.826425597071647644e-02,2.606012858450412750e-03,5.813452844449784607e-06,1.125237613450735807e-04,1.307678315788507462e-02,4.752385138999670744e-04,1.078782719559967518e-03,5.217192228883504868e-03,4.242710303515195847e-03,4.443702753633260727e-03,2.580487867817282677e-03,1.628920435905456543e-01,9.468603879213333130e-03,7.480270578525960445e-04
2.266136929392814636e-02,1.780296675860881805e-02,4.638733807951211929e-03,5.193129181861877441e-03,9.467978775501251221e-02,7.748934905976057053e-03,3.157325088977813721e-02,1.168875955045223236e-02,1.576055586338043213e-02,2.294350564479827881e-01,2.476028352975845337e-01,6.313069164752960205e-02,2.871616976335644722e-03,3.826425597071647644e-02,2.606012858450412750e-03,5.813452844449784607e-06,1.125237613450735807e-04,1.307678315788507462e-02,4.752385138999670744e-04,1.078782719559967518e-03,5.217192228883504868e-03,4.242710303515195847e-03,4.443702753633260727e-03,2.580487867817282677e-03,1.628920435905456543e-01,9.468603879213333130e-03,7.480270578525960445e-04
2.266136929392814636e-02,1.780296675860881805e-02,4.638733807951211929e-03,5.193129181861877441e-03,9.467978775501251221e-02,7.748934905976057053e-03,3.157325088977813721e-02,1.168875955045223236e-02,1.576055586338043213e-02,2.294350564479827881e-01,2.476028352975845337e-01,6.313069164752960205e-02,2.871616976335644722e-03,3.826425597071647644e-02,2.606012858450412750e-03,5.813452844449784607e-06,1.125237613450735807e-04,1.307678315788507462e-02,4.752385138999670744e-04,1.078782719559967518e-03,5.217192228883504868e-03,4.242710303515195847e-03,4.443702753633260727e-03,2.580487867817282677e-03,1.628920435905456543e-01,9.468603879213333130e-03,7.480270578525960445e-04
9.278971265302971005e-05,1.537511646747589111e-01,3.374601015821099281e-03,2.870038896799087524e-02,2.645504428073763847e-03,2.829880826175212860e-02,1.964750885963439941e-02,1.151515520177781582e-03,1.167504451586864889e-04,5.242404341697692871e-01,4.523957893252372742e-02,4.739259928464889526e-02,2.265314687974750996e-04,1.018450111150741577e-01,5.531609058380126953e-03,1.144570196629501879e-04,2.954063704237341881e-03,2.745779464021325111e-03,2.198802249040454626e-04,2.267369627952575684e-02,2.416542964056134224e-03,4.728388739749789238e-04,5.563871673075482249e-05,1.916341250762343407e-03,4.174553789198398590e-03,1.359510065412905533e-06,6.968864596501589403e-08
9.278971265302971005e-05,1.537511646747589111e-01,3.374601015821099281e-03,2.870038896799087524e-02,2.645504428073763847e-03,2.829880826175212860e-02,1.964750885963439941e-02,1.151515520177781582e-03,1.167504451586864889e-04,5.242404341697692871e-01,4.523957893252372742e-02,4.739259928464889526e-02,2.265314687974750996e-04,1.018450111150741577e-01,5.531609058380126953e-03,1.144570196629501879e-04,2.954063704237341881e-03,2.745779464021325111e-03,2.198802249040454626e-04,2.267369627952575684e-02,2.416542964056134224e-03,4.728388739749789238e-04,5.563871673075482249e-05,1.916341250762343407e-03,4.174553789198398590e-03,1.359510065412905533e-06,6.968864596501589403e-08
9.278971265302971005e-05,1.537511646747589111e-01,3.374601015821099281e-03,2.870038896799087524e-02,2.645504428073763847e-03,2.829880826175212860e-02,1.964750885963439941e-02,1.151515520177781582e-03,1.167504451586864889e-04,5.242404341697692871e-01,4.523957893252372742e-02,4.739259928464889526e-02,2.265314687974750996e-04,1.018450111150741577e-01,5.531609058380126953e-03,1.144570196629501879e-04,2.954063704237341881e-03,2.745779464021325111e-03,2.198802249040454626e-04,2.267369627952575684e-02,2.416542964056134224e-03,4.728388739749789238e-04,5.563871673075482249e-05,1.916341250762343407e-03,4.174553789198398590e-03,1.359510065412905533e-06,6.968864596501589403e-08
3.570540284272283316e-04,8.158338069915771484e-01,3.451297816354781389e-04,8.937534876167774200e-04,1.431668996810913086e-01,1.556025072932243347e-02,3.759401151910424232e-04,1.604821045475546271e-05,3.631809086073189974e-04,1.811497472226619720e-02,2.226977267127949744e-05,7.704628842475358397e-06,4.031698917970061302e-04,5.505806620931252837e-05,7.044707308523356915e-04,4.722105817478450263e-09,1.163870911113917828e-04,5.794679746031761169e-04,1.588903396623209119e-04,2.606264781206846237e-03,1.420855405740439892e-04,7.449643817381002009e-06,6.861781457700999454e-06,8.972605428425595164e-05,6.733681220794096589e-05,1.007676587505557109e-06,4.752064796775812283e-06
3.570540284272283316e-04,8.158338069915771484e-01,3.451297816354781389e-04,8.937534876167774200e-04,1.431668996810913086e-01,1.556025072932243347e-02,3.759401151910424232e-04,1.604821045475546271e-05,3.631809086073189974e-04,1.811497472226619720e-02,2.226977267127949744e-05,7.704628842475358397e-06,4.031698917970061302e-04,5.505806620931252837e-05,7.044707308523356915e-04,4.722105817478450263e-09,1.163870911113917828e-04,5.794679746031761169e-04,1.588903396623209119e-04,2.606264781206846237e-03,1.420855405740439892e-04,7.449643817381002009e-06,6.861781457700999454e-06,8.972605428425595164e-05,6.733681220794096589e-05,1.007676587505557109e-06,4.752064796775812283e-06
3.570540284272283316e-04,8.158338069915771484e-01,3.451297816354781389e-04,8.937534876167774200e-04,1.431668996810913086e-01,1.556025072932243347e-02,3.759401151910424232e-04,1.604821045475546271e-05,3.631809086073189974e-04,1.811497472226619720e-02,2.226977267127949744e-05,7.704628842475358397e-06,4.031698917970061302e-04,5.505806620931252837e-05,7.044707308523356915e-04,4.722105817478450263e-09,1.163870911113917828e-04,5.794679746031761169e-04,1.588903396623209119e-04,2.606264781206846237e-03,1.420855405740439892e-04,7.449643817381002009e-06,6.861781457700999454e-06,8.972605428425595164e-05,6.733681220794096589e-05,1.007676587505557109e-06,4.752064796775812283e-06
1.187342032790184021e-02,2.352898865938186646e-01,3.270675241947174072e-02,6.391973793506622314e-02,6.625328678637742996e-03,1.735440082848072052e-02,3.153800591826438904e-02,5.623445287346839905e-02,2.331577427685260773e-02,3.068836219608783722e-02,5.488771479576826096e-03,1.554026640951633453e-02,6.190301384776830673e-03,2.550391480326652527e-03,9.715730324387550354e-03,1.454481296241283417e-02,9.936494380235671997e-02,6.557296030223369598e-03,1.806236617267131805e-02,2.284324020147323608e-01,1.928830402903258801e-03,9.056784212589263916e-03,7.149998098611831665e-03,4.145689308643341064e-03,4.828147590160369873e-02,6.803074385970830917e-03,6.640739738941192627e-03
